noun,gender,lang
Aalhaut,feminine,German
Aalleiter,feminine,German
Aalsuppe,feminine,German
Aar,feminine,German
Aarmühle,feminine,German
Aasfliege,feminine,German
a,neuter,German
ä,neuter,German
Aalen,neuter,German
Aas,neuter,German
Abarbeiten,neuter,German
Abbauen,neuter,German
Abbeizmittel,neuter,German
Aasseite,feminine,German
Aba,feminine,German
Abalienation,feminine,German
Abalone,feminine,German
Abänderungsklage,feminine,German
Abbaumethode,feminine,German
Abbiegespur,feminine,German
Abbildungstechnologie,feminine,German
Abbreviation,feminine,German
Abdampfrate,feminine,German
Abdampfschale,feminine,German
Abdeckfolie,feminine,German
Abdestillation,feminine,German
Abblenden,neuter,German
Abblitzen,neuter,German
Abbröckeln,neuter,German
Abbügeln,neuter,German
Abdera,neuter,German
Abendgebet,neuter,German
Abdichtung,feminine,German
Abdikation,feminine,German
Abduktion,feminine,German
Abendluft,feminine,German
Abendschule,feminine,German
Aberration,feminine,German
Abfahrt,feminine,German
Abfallverbrennung,feminine,German
Abendrot,neuter,German
Aber,neuter,German
Abessinien,neuter,German
Abführmittel,neuter,German
Abgas,neuter,German
Abgrenzen,neuter,German
Abhalten,neuter,German
Abhängen,neuter,German
Abhäuten,neuter,German
Abholen,neuter,German
Abholzen,neuter,German
Abhören,neuter,German
Abhustemittel,neuter,German
Aal,masculine,German
Aalauge,masculine,German
Aar,masculine,German
Aargau,masculine,German
Aargauer,masculine,German
Aaron,masculine,German
Aaser,masculine,German
Aasfresser,masculine,German
Abgasturbine,feminine,German
Abgeordnete,feminine,German
Abgesandte,feminine,German
Abgötterei,feminine,German
Abkapselung,feminine,German
Abi,neuter,German
Abiturium,neuter,German
Abjagen,neuter,German
Abknicken,neuter,German
Abkupfern,neuter,German
Ablassventil,neuter,German
Ablösen,neuter,German
Abmagern,neuter,German
Abmelden,neuter,German
Abmelken,neuter,German
Aasgeier,masculine,German
Abänderer,masculine,German
Abbé,masculine,German
Abbindebeschleuniger,masculine,German
Abbrucharbeiter,masculine,German
Abchase,masculine,German
Abderit,masculine,German
Abdruck,masculine,German
Abecedarier,masculine,German
Abeillekolibri,masculine,German
Abellait,masculine,German
Abendstern,masculine,German
Abenteuerfilm,masculine,German
Abenteurer,masculine,German
Abfall,masculine,German
Abfallbehälter,masculine,German
Abfertigungsschalter,masculine,German
Ablage,feminine,German
Ablation,feminine,German
Ablenkung,feminine,German
Abluft,feminine,German
Abrissbirne,feminine,German
Abnippeln,neuter,German
Abonnement,neuter,German
Abrösten,neuter,German
Abrufen,neuter,German
Abrunden,neuter,German
Abfluß,masculine,German
Abgang,masculine,German
Abgesandter,masculine,German
Abgesang,masculine,German
Abi,masculine,German
Abia,masculine,German
Abkürzungsdschungel,masculine,German
Ableger,masculine,German
Abnabelungsschmerz,masculine,German
Abort,masculine,German
Abraham,masculine,German
Abram,masculine,German
Abreisser,masculine,German
Abrieb,masculine,German
Absatz,masculine,German
Abscheider,masculine,German
Abscheu,masculine,German
Abschied,masculine,German
Abschiedsbrief,masculine,German
Abschluss,masculine,German
Abschlußdeich,masculine,German
Abschneider,masculine,German
Abschub,masculine,German
Abseiler,masculine,German
Absender,masculine,German
Absiedler,masculine,German
Absolutismus,masculine,German
Absolutist,masculine,German
Absolutiv,masculine,German
Absolvent,masculine,German
Absorber,masculine,German
Abstammungsbescheid,masculine,German
Abstieg,masculine,German
Abstinent,masculine,German
Abstinenzler,masculine,German
Abstoß,masculine,German
Abstract,masculine,German
a,neuter,German
ä,neuter,German
Aalen,neuter,German
Aas,neuter,German
Abarbeiten,neuter,German
Abbauen,neuter,German
Abbeizmittel,neuter,German
Abblenden,neuter,German
Abblitzen,neuter,German
Abbröckeln,neuter,German
Abbügeln,neuter,German
Abdera,neuter,German
Abendgebet,neuter,German
Abendrot,neuter,German
Aber,neuter,German
Abessinien,neuter,German
Abführmittel,neuter,German
Abgas,neuter,German
Abgrenzen,neuter,German
Abhalten,neuter,German
Abhängen,neuter,German
Abhäuten,neuter,German
Abholen,neuter,German
Abholzen,neuter,German
Abhören,neuter,German
Abhustemittel,neuter,German
Abi,neuter,German
Abiturium,neuter,German
Abjagen,neuter,German
Abknicken,neuter,German
Abkupfern,neuter,German
Ablassventil,neuter,German
Babyboom,masculine,German
Babysitter,masculine,German
Babyspeck,masculine,German
Bäckermeister,masculine,German
Bademeister,masculine,German
Bader,masculine,German
Baguetteschliff,masculine,German
Baiser,masculine,German
Bakkalaureus,masculine,German
Bakkie,masculine,German
Bankangestellter,masculine,German
Bankerott,masculine,German
Bannkreis,masculine,German
Bannstrahl,masculine,German
Bantu,masculine,German
Barchend,masculine,German
Bärenhüter,masculine,German
Baba,feminine,German
Babuschka,feminine,German
Babyboomerin,feminine,German
Babyklappe,feminine,German
Babylonierin,feminine,German
Bachelorthesis,feminine,German
Bachforelle,feminine,German
Bachkantate,feminine,German
Backe,feminine,German
Backware,feminine,German
Badeanstalt,feminine,German
Badeente,feminine,German
Badehose,feminine,German
Badelatsche,feminine,German
Bäderkunde,feminine,German
Badesachen,feminine,German
Badesandale,feminine,German
Bagatelle,feminine,German
Baguette,feminine,German
Bahnstation,feminine,German
Bahrainerin,feminine,German
Bakterie,feminine,German
Balalaika,feminine,German
Baldachinspinne,feminine,German
Balkenspiralgalaxie,feminine,German
Ballettschule,feminine,German
Balneologie,feminine,German
Balustrade,feminine,German
Balz,feminine,German
Banalitaet,feminine,German
Banalität,feminine,German
Banane,feminine,German
Bandproduktion,feminine,German
Bangbüxe,feminine,German
Bange,feminine,German
Bank,feminine,German
Bankleitzahl,feminine,German
Bantu,feminine,German
Babysitten,neuter,German
Bachergebirge,neuter,German
Bächlein,neuter,German
Bäckersdutzend,neuter,German
Barentssee,feminine,German
Barfüssigkeit,feminine,German
Barkentine,feminine,German
Base,feminine,German
Baseballerin,feminine,German
Basisklasse,feminine,German
Basisreproduktionszahl,feminine,German
Basizität,feminine,German
Baskenmütze,feminine,German
Bassbox,feminine,German
Basse,feminine,German
Baßposaune,feminine,German
Bafög,neuter,German
Baggern,neuter,German
Baguette,neuter,German
Baiser,neuter,German
Bajonett,neuter,German
Bällchen,neuter,German
Ballspiel,neuter,German
Baltisch,neuter,German
Balzers,neuter,German
Bamako,neuter,German
Cabochon,masculine,German
Cache,masculine,German
Cadaver,masculine,German
Camembert,masculine,German
Camion,masculine,German
Camper,masculine,German
Canadier,masculine,German
Cannabis,masculine,German
Cappuccino,masculine,German
Car,masculine,German
Cartoon,masculine,German
Catcher,masculine,German
Bankhaus,neuter,German
Bankkonto,neuter,German
Bankwesen,neuter,German
Bankzinsenluder,neuter,German
Bantu,neuter,German
Barbados,neuter,German
Barbian,neuter,German
Barometer,neuter,German
Barterl,neuter,German
Basismaterial,neuter,German
Cent,masculine,German
Center,masculine,German
Centimeter,masculine,German
Chabo,masculine,German
Chalzedon,masculine,German
Champignon,masculine,German
Champion,masculine,German
Chan,masculine,German
Chancentod,masculine,German
Chaoskampf,masculine,German
Charakter,masculine,German
Charientismus,masculine,German
Charme,masculine,German
Chartismus,masculine,German
Chassidismus,masculine,German
Chat,masculine,German
Chauvinismus,masculine,German
Chauvinist,masculine,German
Bauchfett,neuter,German
Bauchgefühl,neuter,German
Bauelement,neuter,German
Bauen,neuter,German
Cheddarkäse,masculine,German
Cheerleader,masculine,German
Chefredakteur,masculine,German
Chefterrorist,masculine,German
Chilesalpeter,masculine,German
Chloridkanal,masculine,German
Chomeini,masculine,German
Chorleiter,masculine,German
Chormeister,masculine,German
Christabend,masculine,German
Christbaum,masculine,German
Chromeisenstein,masculine,German
Chronist,masculine,German
Cider,masculine,German
Cidre,masculine,German
Citrin,masculine,German
Citroën,masculine,German
Claim,masculine,German
Clerus,masculine,German
Clickbait,masculine,German
Clickbaiting,masculine,German
Client,masculine,German
Dachgarten,masculine,German
Dachhase,masculine,German
Dachs,masculine,German
Dachschaden,masculine,German
Dachswelpe,masculine,German
Dachverband,masculine,German
Dachverbandsvorsitzender,masculine,German
Dackel,masculine,German
Dad,masculine,German
Dadaismus,masculine,German
Dahlem,masculine,German
Daimler,masculine,German
Dakota,masculine,German
Damaszener,masculine,German
Damenbauer,masculine,German
Dampfdruck,masculine,German
Dampfkochtopf,masculine,German
Dank,masculine,German
Dankbarkeitsbeweis,masculine,German
Darlehensnehmer,masculine,German
Darren,masculine,German
Darwinismus,masculine,German
Darwinist,masculine,German
Dataset,masculine,German
Datenabfluss,masculine,German
Datenbankschlüssel,masculine,German
Datenreichtum,masculine,German
Datensatz,masculine,German
Datolith,masculine,German
Dattelner,masculine,German
Daueraufenthalt,masculine,German
Dauerauftrag,masculine,German
Dauerfrost,masculine,German
Dauerkatheter,masculine,German
Dauerlauf,masculine,German
Daumenlutscher,masculine,German
Daus,masculine,German
David,masculine,German
Debreciner,masculine,German
Debrecziner,masculine,German
Dechant,masculine,German
Deckel,masculine,German
Deckenfluter,masculine,German
Decorator,masculine,German
Deepfake,masculine,German
Deist,masculine,German
Dekameter,masculine,German
Dekkan,masculine,German
Dekorierer,masculine,German
Delegierter,masculine,German
Delitzsch,masculine,German
Demokrat,masculine,German
Denkfehler,masculine,German
Denkmalschutz,masculine,German
Denkzettel,masculine,German
Desktop,masculine,German
Despotismus,masculine,German
Detektor,masculine,German
Deut,masculine,German
Deuter,masculine,German
Deutschamerikaner,masculine,German
Deutschordensritter,masculine,German
Deutschtürke,masculine,German
Dezi,masculine,German
Cafeteria,feminine,German
Camouflage,feminine,German
Campagne,feminine,German
Canache,feminine,German
Canaille,feminine,German
Capronsäure,feminine,German
Caprylsäure,feminine,German
Carbatsche,feminine,German
Carbochemie,feminine,German
Carboxylase,feminine,German
Carboxylsäure,feminine,German
Cäremonie,feminine,German
Catachrese,feminine,German
Catcherin,feminine,German
Causalität,feminine,German
Cedille,feminine,German
Champagne,feminine,German
Chance,feminine,German
Chaostheorie,feminine,German
Charge,feminine,German
Checkbox,feminine,German
Checkliste,feminine,German
Chefredakteurin,feminine,German
Chefredaktorin,feminine,German
Chemikerin,feminine,German
Chemotherapie,feminine,German
Cherimoya,feminine,German
Chinesin,feminine,German
Chirurgie,feminine,German
Chlorbleiche,feminine,German
Chlorknallgasreaktion,feminine,German
Chlorsäure,feminine,German
Cholera,feminine,German
Chomeini,feminine,German
Choreografin,feminine,German
Chorleiterin,feminine,German
Chormeisterin,feminine,German
Chorsängerin,feminine,German
Chose,feminine,German
Christenheit,feminine,German
Christmette,feminine,German
Christologie,feminine,German
Christorbeere,feminine,German
Chromatizität,feminine,German
Chronobiologie,feminine,German
Chronobiologin,feminine,German
Chronologie,feminine,German
Chrysantheme,feminine,German
Chymie,feminine,German
Cirkulation,feminine,German
Citrone,feminine,German
Citronensäure,feminine,German
Civilisation,feminine,German
Classe,feminine,German
Coachingzone,feminine,German
Coiffure,feminine,German
Cadmiumcyanid,neuter,German
Cadmiumion,neuter,German
Cadmiumselenid,neuter,German
Cadmiumstearat,neuter,German
Café,neuter,German
Caffein,neuter,German
Calcitriol,neuter,German
Calcium,neuter,German
Calciumacetat,neuter,German
Calciumbromat,neuter,German
Calciumhydrogencarbonat,neuter,German
Calciumoxid,neuter,German
Calciumsulfat,neuter,German
Californium,neuter,German
Callcenter,neuter,German
Calymmium,neuter,German
Cannabis,neuter,German
Caprolactam,neuter,German
Carbonat,neuter,German
Carboneum,neuter,German
Carbosilan,neuter,German
Cartoon,neuter,German
Cäsium,neuter,German
Cembalo,neuter,German
Cenotaph,neuter,German
Center,neuter,German
Ces,neuter,German
Chabo,neuter,German
Chakra,neuter,German
Chasu,neuter,German
Chelat,neuter,German
Chirograph,neuter,German
Chloralken,neuter,German
Chloraromat,neuter,German
Chloridion,neuter,German
Chloroxid,neuter,German
Chlorwasser,neuter,German
Cholesterin,neuter,German
Christenthum,neuter,German
Christkind,neuter,German
Christogramm,neuter,German
Chromatid,neuter,German
Chronometer,neuter,German
Cisplatin,neuter,German
Citroën,neuter,German
Claim,neuter,German
Eckardt,masculine,German
Eckhart,masculine,German
Eckladen,masculine,German
Eckpfeiler,masculine,German
Edamer,masculine,German
Eddi,masculine,German
Edelfalter,masculine,German
Edelschild,masculine,German
Edelsteinschliff,masculine,German
Eder,masculine,German
Editor,masculine,German
Efeu,masculine,German
Egalitarismus,masculine,German
Egoismus,masculine,German
Egozentrismus,masculine,German
Ehebrecher,masculine,German
Ehegatte,masculine,German
Ehepartner,masculine,German
Ehrenschutz,masculine,German
Eichbaum,masculine,German
Eichner,masculine,German
Eichstrich,masculine,German
Eidgenosse,masculine,German
Eidotter,masculine,German
Eierdotter,masculine,German
Eifeler,masculine,German
Eiferer,masculine,German
Eigentümer,masculine,German
Eigenvektor,masculine,German
Eileiter,masculine,German
Einband,masculine,German
Einbau,masculine,German
Einbauteil,masculine,German
Einberufungsbefehl,masculine,German
Einblick,masculine,German
Einbrecher,masculine,German
Eindämmungsprozess,masculine,German
Eindämmungsprozeß,masculine,German
Eindringling,masculine,German
Einer,masculine,German
Einfall,masculine,German
Einfallsreichtum,masculine,German
Einfangquerschnitt,masculine,German
Einflussfaktor,masculine,German
Einführungsleitfaden,masculine,German
Eingeborener,masculine,German
Eingeweihter,masculine,German
Eingriff,masculine,German
Einguss,masculine,German
Einkaufsbummel,masculine,German
Einkaufstourist,masculine,German
Einkaufswagen,masculine,German
Einmacher,masculine,German
Einpersonenhaushalt,masculine,German
Einsatzbereich,masculine,German
Einschlußkomplex,masculine,German
Einschub,masculine,German
Einschwemmkatheter,masculine,German
Einser,masculine,German
Einspänner,masculine,German
Einsturz,masculine,German
Eintänzer,masculine,German
Eintrag,masculine,German
Einunddreißigjähriger,masculine,German
Dachentwässerung,feminine,German
Dachrinne,feminine,German
Dachsprache,feminine,German
Dachterrasse,feminine,German
Dachzeile,feminine,German
Dahlem,feminine,German
Dahlie,feminine,German
Daimler,feminine,German
Daktyloskopie,feminine,German
Damenuhr,feminine,German
Dämonenjägerin,feminine,German
Dämonisierung,feminine,German
Dämonologie,feminine,German
Dampflokomotive,feminine,German
Dampfmaschine,feminine,German
Dampfphase,feminine,German
Darmbakterie,feminine,German
Darmresektion,feminine,German
Darreichung,feminine,German
Darren,feminine,German
Daseinsberechtigung,feminine,German
Dasselfliege,feminine,German
Datei,feminine,German
Datenbank,feminine,German
Datenerhebung,feminine,German
Datenpanne,feminine,German
Datenschutzrichtlinie,feminine,German
Datensicherung,feminine,German
Datenverarbeitungsanlage,feminine,German
Datscha,feminine,German
Datsche,feminine,German
Daube,feminine,German
Dauerdialyse,feminine,German
Dauerwelle,feminine,German
Daune,feminine,German
Deadline,feminine,German
Deaktivierung,feminine,German
Decarboxylase,feminine,German
Deckelschale,feminine,German
Deeskalation,feminine,German
Defenestration,feminine,German
Defensive,feminine,German
Definition,feminine,German
Deflation,feminine,German
Defloration,feminine,German
Degeneration,feminine,German
Dehumanisation,feminine,German
Dekade,feminine,German
Deklamation,feminine,German
Deklaration,feminine,German
Deklination,feminine,German
Dekommodifizierung,feminine,German
Dekompression,feminine,German
Dekoration,feminine,German
Dekorporation,feminine,German
Delegation,feminine,German
Delikatesse,feminine,German
Delitzsch,feminine,German
Delle,feminine,German
Demagogie,feminine,German
Demarkationslinie,feminine,German
Deminution,feminine,German
Demo,feminine,German
Demobilisation,feminine,German
Demut,feminine,German
Demüthigung,feminine,German
Dendrochronologie,feminine,German
Dendrologie,feminine,German
Dachfenster,neuter,German
Dahlem,neuter,German
Dakota,neuter,German
Damaskus,neuter,German
Damoklesschwert,neuter,German
Damüls,neuter,German
Dänemark,neuter,German
Dangme,neuter,German
Dankeschön,neuter,German
Date,neuter,German
Daten,neuter,German
Datum,neuter,German
Daus,neuter,German
Davos,neuter,German
Deaktivieren,neuter,German
Decan,neuter,German
Dechantskirchen,neuter,German
Deepfake,neuter,German
Defizit,neuter,German
Dekagramm,neuter,German
Dekameter,neuter,German
Delirium,neuter,German
Delitzsch,neuter,German
Demo,neuter,German
Deo,neuter,German
Depot,neuter,German
Derby,neuter,German
Derivat,neuter,German
Des,neuter,German
Desaster,neuter,German
Deuteronomium,neuter,German
Deutsch,neuter,German
Deutschkreutz,neuter,German
Deutschlandlied,neuter,German
Deziliter,neuter,German
Dezimeter,neuter,German
Dia,neuter,German
Dialogfenster,neuter,German
Diamantgitter,neuter,German
F*rz,masculine,German
Fabeldichter,masculine,German
Fabrikant,masculine,German
Fabrikbesitzer,masculine,German
Fabulierer,masculine,German
Facettenschliff,masculine,German
Facharbeiter,masculine,German
Facharzt,masculine,German
Fachidiot,masculine,German
Fagottist,masculine,German
Fahnenmast,masculine,German
Fahnenträger,masculine,German
Fahrkartenautomat,masculine,German
Fahrkartenentwerter,masculine,German
Fahrkartenschalter,masculine,German
Fahrradfahrer,masculine,German
Fahrradständer,masculine,German
Fahrschein,masculine,German
Fahrscheinentwerter,masculine,German
Fahrzeughersteller,masculine,German
Fahrzeugkatalysator,masculine,German
Fakt,masculine,German
Faktor,masculine,German
Falbe,masculine,German
Falber,masculine,German
Falk,masculine,German
Falke,masculine,German
Falkner,masculine,German
Fall,masculine,German
Fallensteller,masculine,German
Fallschirmjäger,masculine,German
Fälscher,masculine,German
Falschspieler,masculine,German
Faltenmagen,masculine,German
Falter,masculine,German
Falterfisch,masculine,German
Falz,masculine,German
Familienname,masculine,German
Familienstatus,masculine,German
Familienvater,masculine,German
Fanblock,masculine,German
Fant,masculine,German
Farbfilm,masculine,German
Farbiger,masculine,German
Farblack,masculine,German
Farbraum,masculine,German
Farbschlüssel,masculine,German
Farbstabilisator,masculine,German
Farbstift,masculine,German
Farbstoff,masculine,German
Farmer,masculine,German
Farmersalat,masculine,German
Farre,masculine,German
Fasching,masculine,German
Faschist,masculine,German
Faserlaser,masculine,German
Fassbinder,masculine,German
Faszikel,masculine,German
Fatalismus,masculine,German
Fauteuil,masculine,German
Fauxpas,masculine,German
Favorit,masculine,German
Fax,masculine,German
Fayalit,masculine,German
Fechter,masculine,German
Feder,masculine,German
Federball,masculine,German
Federballspieler,masculine,German
Federhalter,masculine,German
Federkrieg,masculine,German
Federstrich,masculine,German
Fehl,masculine,German
Fehlbetrag,masculine,German
Fehler,masculine,German
Fehlercode,masculine,German
Fehlgriff,masculine,German
Fehlschuss,masculine,German
Ebenbild,neuter,German
Ebenfurth,neuter,German
Eberau,neuter,German
Eberswalde,neuter,German
Echo,neuter,German
Echtheitszertifikat,neuter,German
Eck,neuter,German
Ediacarium,neuter,German
Edinburgh,neuter,German
Edomitisch,neuter,German
Efeu,neuter,German
Eggerding,neuter,German
Eggern,neuter,German
Ego,neuter,German
Ehebett,neuter,German
Ehegespons,neuter,German
Ehepaar,neuter,German
Eheweib,neuter,German
Eidotter,neuter,German
Eierdotter,neuter,German
Eierklar,neuter,German
Eiferertum,neuter,German
Eifern,neuter,German
Eigelb,neuter,German
Eigengrau,neuter,German
Eigenheim,neuter,German
Eigenschaftswort,neuter,German
Eigenthum,neuter,German
Eigentor,neuter,German
Eigenwertproblem,neuter,German
Einfamilienwohnhaus,neuter,German
Eingeweide,neuter,German
Einheitensystem,neuter,German
Einkaufszentrum,neuter,German
Einlaufkind,neuter,German
Einleiten,neuter,German
Einnehmen,neuter,German
Einparteiensystem,neuter,German
Einrad,neuter,German
Einschüchtern,neuter,German
Einschussloch,neuter,German
Einsteinium,neuter,German
Einunddreissigeck,neuter,German
Einunddreißigeck,neuter,German
Einvernehmen,neuter,German
Einwecken,neuter,German
Einweckglas,neuter,German
Einwegbesteck,neuter,German
Einwegmesser,neuter,German
Ebbe,feminine,German
Eberesche,feminine,German
Echo,feminine,German
Echokammer,feminine,German
Echolalie,feminine,German
Eckardt,feminine,German
Eckhart,feminine,German
Edelgaskonfiguration,feminine,German
Edelschild,feminine,German
Eder,feminine,German
Effektivität,feminine,German
Egge,feminine,German
Ehe,feminine,German
Eheauflösung,feminine,German
Ehebrecherei,feminine,German
Ehebrecherin,feminine,German
Ehefrau,feminine,German
Ehr,feminine,German
Ehrbarkeit,feminine,German
Ehre,feminine,German
Ehrendivision,feminine,German
Ehrenfrau,feminine,German
Eibe,feminine,German
Eichbaum,feminine,German
Eiche,feminine,German
Eichner,feminine,German
Eider,feminine,German
Eiderdaune,feminine,German
Eiderente,feminine,German
Eierpflanze,feminine,German
Eierschale,feminine,German
Eierspeise,feminine,German
Eiferin,feminine,German
Eigenfunktion,feminine,German
Eigentümerin,feminine,German
Eihülle,feminine,German
Eile,feminine,German
Eilmeldung,feminine,German
Einbauküche,feminine,German
Einbusse,feminine,German
Eindringtiefe,feminine,German
Einermenge,feminine,German
Einfachheit,feminine,German
Einfahrt,feminine,German
Einfalt,feminine,German
Eingangstür,feminine,German
Eingreiftruppe,feminine,German
Eingrenzung,feminine,German
Einhaltung,feminine,German
Einheit,feminine,German
Einheitsgröße,feminine,German
Einheitspsychose,feminine,German
Einjährige,feminine,German
Einkaufstasche,feminine,German
Gambrinismus,masculine,German
Gamet,masculine,German
Gammelbruder,masculine,German
Gamut,masculine,German
Gänsefuss,masculine,German
Garaus,masculine,German
Gasser,masculine,German
Gattungsname,masculine,German
Gauleiter,masculine,German
Gebefall,masculine,German
Gebrauchswerth,masculine,German
F*ck*n,neuter,German
Facebook,neuter,German
Facettenauge,neuter,German
Fach,neuter,German
Fachchinesisch,neuter,German
Faggen,neuter,German
Fahrradgeschäft,neuter,German
Fahrwasser,neuter,German
Geek,masculine,German
Gefahrenfaktor,masculine,German
Faible,neuter,German
Fakebook,neuter,German
Fakt,neuter,German
Falchion,neuter,German
Falkenstein,neuter,German
Fall,neuter,German
Fallen,neuter,German
Fällen,neuter,German
Fallgatter,neuter,German
Fallrohr,neuter,German
Falsett,neuter,German
Falzbein,neuter,German
Familienhaus,neuter,German
Fanal,neuter,German
Fangen,neuter,German
Farad,neuter,German
Färbmittel,neuter,German
Farbspektrum,neuter,German
Farnkraut,neuter,German
Fass,neuter,German
Fassbier,neuter,German
Faßbier,neuter,German
Fassungsvermögen,neuter,German
Fasten,neuter,German
Fatum,neuter,German
Fauteuil,neuter,German
Fax,neuter,German
Feature,neuter,German
Fechten,neuter,German
Federballspiel,neuter,German
Federhaus,neuter,German
Federmäppchen,neuter,German
Federweiß,neuter,German
Federwerk,neuter,German
Feedback,neuter,German
Fegefeuer,neuter,German
Fegfeuer,neuter,German
Feh,neuter,German
Feierbiest,neuter,German
Feindbild,neuter,German
Feinschmeckerlokal,neuter,German
Feinste,neuter,German
Feldzeichen,neuter,German
Fellchen,neuter,German
Femininum,neuter,German
Femtometer,neuter,German
Fendels,neuter,German
Fenn,neuter,German
Fenster,neuter,German
Feriensemester,neuter,German
Ferkel,neuter,German
Fermion,neuter,German
Fermium,neuter,German
Fernstudium,neuter,German
Fernweh,neuter,German
Ferredoxin,neuter,German
Ferrocen,neuter,German
F*tz,feminine,German
F*tze,feminine,German
Ferromangan,neuter,German
Ferroniob,neuter,German
Ferrosilicium,neuter,German
Ferrotitan,neuter,German
Ferrovanadium,neuter,German
Fabrikation,feminine,German
Fabrikbesitzerin,feminine,German
Fabuliererin,feminine,German
Fachkraft,feminine,German
Fachkrankenschwester,feminine,German
Fachschule,feminine,German
Fachsprache,feminine,German
Fachzeitschrift,feminine,German
Fadesse,feminine,German
Fahndungsliste,feminine,German
Fahnenflüchtige,feminine,German
Fahnenstange,feminine,German
Fahrbahn,feminine,German
Fahrkarte,feminine,German
Fahrradindustrie,feminine,German
Fahrradkette,feminine,German
Fahrradtasche,feminine,German
Fahrschule,feminine,German
Fahrt,feminine,German
Fährte,feminine,German
Fahrtrichtung,feminine,German
Fahrzeugtechnik,feminine,German
Faktizität,feminine,German
Faktorei,feminine,German
Faktura,feminine,German
Fakultät,feminine,German
Falbe,feminine,German
Falk,feminine,German
Falle,feminine,German
Fallgrube,feminine,German
Fälligkeit,feminine,German
Fallschirmspringerin,feminine,German
Fallstudie,feminine,German
Fällungsreaktion,feminine,German
Falschaussage,feminine,German
Falschinformation,feminine,German
Falsifikation,feminine,German
Familienangehörige,feminine,German
Familiensprache,feminine,German
Fanfaronade,feminine,German
Fanfiction,feminine,German
Fangfrage,feminine,German
Fanmeile,feminine,German
Fantasie,feminine,German
Farbbalance,feminine,German
Farbenindustrie,feminine,German
Farbenlehre,feminine,German
Farbintensität,feminine,German
Farbkombination,feminine,German
Farbpalette,feminine,German
Farbratte,feminine,German
Farbreaktion,feminine,German
Farbstärke,feminine,German
Farce,feminine,German
Faser,feminine,German
Fasermatte,feminine,German
Fassade,feminine,German
Fastnacht,feminine,German
Faszie,feminine,German
Faszination,feminine,German
Faulfliege,feminine,German
Fauna,feminine,German
Faust,feminine,German
Feder,feminine,German
Fehldeutung,feminine,German
Fehldiagnose,feminine,German
Fehleinschätzung,feminine,German
Fehlernährung,feminine,German
Fehlerquelle,feminine,German
Fehlersuche,feminine,German
Fehlfunktion,feminine,German
Fehlinterpretation,feminine,German
H*ntern,masculine,German
Haarausfall,masculine,German
Haarspalter,masculine,German
Haartrockner,masculine,German
Haarverlust,masculine,German
Haber,masculine,German
Haberer,masculine,German
Haddsch,masculine,German
Hades,masculine,German
Hafen,masculine,German
Hafenmeister,masculine,German
Hai,masculine,German
Haken,masculine,German
Halbbruder,masculine,German
Halbierer,masculine,German
Halbjude,masculine,German
Halbleiter,masculine,German
Halbmetallcharakter,masculine,German
Halfter,masculine,German
Halit,masculine,German
Halsbandschnäpper,masculine,German
Hämatit,masculine,German
Hamburger,masculine,German
Hamen,masculine,German
Hammer,masculine,German
Hamster,masculine,German
Handball,masculine,German
Handelsname,masculine,German
Handelsvertreter,masculine,German
Handelsweg,masculine,German
Handwerksmeister,masculine,German
Hängegleiter,masculine,German
Hannebachit,masculine,German
Hannoveraner,masculine,German
Hanseat,masculine,German
Harfenist,masculine,German
Harnverhalt,masculine,German
Gadem,neuter,German
Gallium,neuter,German
Ganglion,neuter,German
Garagentor,neuter,German
Geäder,neuter,German
Geäfter,neuter,German
Gebelle,neuter,German
Gebet,neuter,German
Gebläse,neuter,German
Geblüt,neuter,German
Geburtsdatum,neuter,German
Gegenion,neuter,German
Galosche,feminine,German
Galvanikindustrie,feminine,German
Gamasche,feminine,German
Gämse,feminine,German
Ganache,feminine,German
Iglu,masculine,German
Ilchan,masculine,German
Illyrer,masculine,German
Imam,masculine,German
Ganzsache,feminine,German
Garnisonkirche,feminine,German
Gartenkreuzspinne,feminine,German
Gasbeleuchtung,feminine,German
Gaschromatographie,feminine,German
Imitator,masculine,German
Imker,masculine,German
Imperator,masculine,German
Imperialismus,masculine,German
Imperialist,masculine,German
Impfer,masculine,German
Impfgegner,masculine,German
Impfkristall,masculine,German
Impfneid,masculine,German
Impfstoff,masculine,German
Import,masculine,German
Importeur,masculine,German
Impressionismus,masculine,German
Impuls,masculine,German
Inder,masculine,German
Indianer,masculine,German
Indier,masculine,German
Indigener,masculine,German
Indikator,masculine,German
Indit,masculine,German
Inflationsrechner,masculine,German
Informant,masculine,German
Gasser,feminine,German
Gastritis,feminine,German
Gastronomie,feminine,German
Gaststätte,feminine,German
Gasturbine,feminine,German
Gebärdensprache,feminine,German
Gebäudeinstallation,feminine,German
Infrarotbereich,masculine,German
Infraschall,masculine,German
Ingwer,masculine,German
Inhaber,masculine,German
Inhaftierter,masculine,German
Inhaltsstoff,masculine,German
Inhibitor,masculine,German
Initiator,masculine,German
Inkreis,masculine,German
Inkubator,masculine,German
Inlaut,masculine,German
Innendurchmesser,masculine,German
Innenminister,masculine,German
Innenraum,masculine,German
Innensechskantschlüssel,masculine,German
Innensenator,masculine,German
Inositol,masculine,German
Inquisitor,masculine,German
Insasse,masculine,German
Inspektor,masculine,German
Inspirator,masculine,German
Installateur,masculine,German
Instantkaffee,masculine,German
Instrukteur,masculine,German
Instruktor,masculine,German
Geburt,feminine,German
