noun,gender,lang
baciarz,masculine,Polish
bad,masculine,Polish
badmintonista,masculine,Polish
badyl,masculine,Polish
badylarz,masculine,Polish
badylek,masculine,Polish
bagaż,masculine,Polish
bagniak,masculine,Polish
bagrzysta,masculine,Polish
bainit,masculine,Polish
baj,masculine,Polish
danina,feminine,Polish
darbuka,feminine,Polish
darowizna,feminine,Polish
darwinistka,feminine,Polish
data,feminine,Polish
datacja,feminine,Polish
dawczyni,feminine,Polish
dąbrowa,feminine,Polish
dążność,feminine,Polish
dbałość,feminine,Polish
debata,feminine,Polish
debiutantka,feminine,Polish
deblistka,feminine,Polish
debrza,feminine,Polish
decha,feminine,Polish
decydentka,feminine,Polish
decyzja,feminine,Polish
dedukcja,feminine,Polish
dedykacja,feminine,Polish
defekacja,feminine,Polish
bajacz,masculine,Polish
bajan,masculine,Polish
bajkarz,masculine,Polish
bajkopis,masculine,Polish
bajkopisarz,masculine,Polish
bajronista,masculine,Polish
bajt,masculine,Polish
bajtko,masculine,Polish
bakalarz,masculine,Polish
bakałarz,masculine,Polish
bakan,masculine,Polish
baken,masculine,Polish
bakonista,masculine,Polish
defenestracja,feminine,Polish
defensywność,feminine,Polish
defilada,feminine,Polish
definicja,feminine,Polish
deflacja,feminine,Polish
defloracja,feminine,Polish
deforma,feminine,Polish
degeneracja,feminine,Polish
degradacja,feminine,Polish
degrengolada,feminine,Polish
degustacja,feminine,Polish
degustatorka,feminine,Polish
dekabrystka,feminine,Polish
dekada,feminine,Polish
dekadencja,feminine,Polish
deklamacja,feminine,Polish
deklaracja,feminine,Polish
dekomercjalizacja,feminine,Polish
dekomunizacja,feminine,Polish
dekstryna,feminine,Polish
delegacja,feminine,Polish
delegalizacja,feminine,Polish
deliberacja,feminine,Polish
delicja,feminine,Polish
delikwentka,feminine,Polish
delirka,feminine,Polish
delta,feminine,Polish
demagogia,feminine,Polish
demencja,feminine,Polish
demilitaryzacja,feminine,Polish
demografia,feminine,Polish
demokracja,feminine,Polish
demolka,feminine,Polish
demonizacja,feminine,Polish
demonologia,feminine,Polish
demonstracja,feminine,Polish
demonstrantka,feminine,Polish
demoralizacja,feminine,Polish
baks,masculine,Polish
baksztag,masculine,Polish
bakszysz,masculine,Polish
bakteriochlorofil,masculine,Polish
bakteriofag,masculine,Polish
bakteriolog,masculine,Polish
bakteriostatyk,masculine,Polish
bakteriuria,masculine,Polish
baktrian,masculine,Polish
bakulit,masculine,Polish
balangowicz,masculine,Polish
balansista,masculine,Polish
baleron,masculine,Polish
balet,masculine,Polish
balik,masculine,Polish
denacyfikacja,feminine,Polish
denatka,feminine,Polish
denazyfikacja,feminine,Polish
Dendewicz,feminine,Polish
dendrochronologia,feminine,Polish
dendrologia,feminine,Polish
denominacja,feminine,Polish
dentystka,feminine,Polish
dentystyka,feminine,Polish
denuncjacja,feminine,Polish
deoksyryboza,feminine,Polish
depalatalizacja,feminine,Polish
ebuliometria,feminine,Polish
ebulioskopia,feminine,Polish
echolalia,feminine,Polish
edukacja,feminine,Polish
efedryna,feminine,Polish
efektowność,feminine,Polish
efemeryda,feminine,Polish
efuzja,feminine,Polish
egida,feminine,Polish
egiptologia,feminine,Polish
egocentryczka,feminine,Polish
egoistka,feminine,Polish
egranizacja,feminine,Polish
egzaminatorka,feminine,Polish
egzekutywa,feminine,Polish
egzogamia,feminine,Polish
egzosfera,feminine,Polish
egzystencja,feminine,Polish
ekierka,feminine,Polish
ekliptyka,feminine,Polish
ekloga,feminine,Polish
ekologia,feminine,Polish
ekonomia,feminine,Polish
ekonomistka,feminine,Polish
ekopolityka,feminine,Polish
ekranizacja,feminine,Polish
ekscytacja,feminine,Polish
ekshibicjonistka,feminine,Polish
ekshumacja,feminine,Polish
ekspansja,feminine,Polish
ekspertka,feminine,Polish
ekspertyza,feminine,Polish
ekspiacja,feminine,Polish
eksplikacja,feminine,Polish
eksplozja,feminine,Polish
ekspresja,feminine,Polish
ekspresjonistka,feminine,Polish
ekspropriacja,feminine,Polish
ekstaza,feminine,Polish
eksterminacja,feminine,Polish
ekstradycja,feminine,Polish
ekstrakcja,feminine,Polish
ekstremistka,feminine,Polish
ekstyrpacja,feminine,Polish
eksżona,feminine,Polish
ekumena,feminine,Polish
ekwilibrystka,feminine,Polish
ekwilibrystyka,feminine,Polish
ekwiwalencja,feminine,Polish
ekwiwokacja,feminine,Polish
elegantka,feminine,Polish
elekcja,feminine,Polish
elektroda,feminine,Polish
elektroluminescencja,feminine,Polish
elektronika,feminine,Polish
elektrostatyka,feminine,Polish
elektryczność,feminine,Polish
elita,feminine,Polish
elizja,feminine,Polish
elokwencja,feminine,Polish
elukubracja,feminine,Polish
emancypacja,feminine,Polish
emancypantka,feminine,Polish
embolia,feminine,Polish
emerytka,feminine,Polish
emerytura,feminine,Polish
emeryturka,feminine,Polish
Emesa,feminine,Polish
emigracja,feminine,Polish
emigrantka,feminine,Polish
eminencja,feminine,Polish
emisariuszka,feminine,Polish
emisja,feminine,Polish
emo,feminine,Polish
empatia,feminine,Polish
empora,feminine,Polish
emulsja,feminine,Polish
encefalografia,feminine,Polish
endorfina,feminine,Polish
endospora,feminine,Polish
energetyka,feminine,Polish
energia,feminine,Polish
enklawa,feminine,Polish
enklityka,feminine,Polish
entalpia,feminine,Polish
entomologia,feminine,Polish
entropia,feminine,Polish
entuzjastka,feminine,Polish
epidemiolog,feminine,Polish
epidemiologia,feminine,Polish
epifora,feminine,Polish
epilepsja,feminine,Polish
epistemologia,feminine,Polish
epistoła,feminine,Polish
epizodyczność,feminine,Polish
epoka,feminine,Polish
epopeja,feminine,Polish
epuzerka,feminine,Polish
era,feminine,Polish
erotyka,feminine,Polish
erozja,feminine,Polish
errata,feminine,Polish
erudycja,feminine,Polish
erupcja,feminine,Polish
erystyka,feminine,Polish
esbecja,feminine,Polish
eschatologia,feminine,Polish
esdecja,feminine,Polish
esencja,feminine,Polish
esesmanka,feminine,Polish
esica,feminine,Polish
eskalacja,feminine,Polish
eskapada,feminine,Polish
eskorta,feminine,Polish
esperantystka,feminine,Polish
esplanada,feminine,Polish
esteraza,feminine,Polish
estetka,feminine,Polish
estetyka,feminine,Polish
caciki,neuter,Polish
cackanie,neuter,Polish
cacko,neuter,Polish
cacuszko,neuter,Polish
całkowanie,neuter,Polish
canto,neuter,Polish
capnięcie,neuter,Polish
cappuccino,neuter,Polish
casco,neuter,Polish
cedzenie,neuter,Polish
cedzidło,neuter,Polish
cesarstwo,neuter,Polish
charciątko,neuter,Polish
charcię,neuter,Polish
charczenie,neuter,Polish
charłactwo,neuter,Polish
chcenie,neuter,Polish
chilli,neuter,Polish
chlanie,neuter,Polish
chlapanie,neuter,Polish
chlapnięcie,neuter,Polish
chlustanie,neuter,Polish
chłodzenie,neuter,Polish
chłodziwo,neuter,Polish
chłonięcie,neuter,Polish
chłopaczysko,neuter,Polish
chłopiątko,neuter,Polish
chłopisko,neuter,Polish
chmurzysko,neuter,Polish
choróbsko,neuter,Polish
chrapanie,neuter,Polish
chrapotanie,neuter,Polish
chrobotanie,neuter,Polish
chrupanie,neuter,Polish
chrupotanie,neuter,Polish
chrypienie,neuter,Polish
chrystianizowanie,neuter,Polish
chrześcijaństwo,neuter,Polish
chuchanie,neuter,Polish
chuligaństwo,neuter,Polish
chwalenie,neuter,Polish
chwycenie,neuter,Polish
chybotanie,neuter,Polish
chylenie,neuter,Polish
ciacho,neuter,Polish
ciałko,neuter,Polish
ciało,neuter,Polish
ciasteczko,neuter,Polish
ciastko,neuter,Polish
ciasto,neuter,Polish
ciążenie,neuter,Polish
cieczenie,neuter,Polish
cieknięcie,neuter,Polish
cielę,neuter,Polish
cielsko,neuter,Polish
ciemiączko,neuter,Polish
ciemno,neuter,Polish
ciepło,neuter,Polish
cierpienie,neuter,Polish
ciesielstwo,neuter,Polish
cięcie,neuter,Polish
cmentarzysko,neuter,Polish
cofanie,neuter,Polish
country,neuter,Polish
cucenie,neuter,Polish
cudo,neuter,Polish
cudzołóstwo,neuter,Polish
cwaniactwo,neuter,Polish
cyboryum,neuter,Polish
cygaro,neuter,Polish
czarnowidztwo,neuter,Polish
czasopismo,neuter,Polish
czczenie,neuter,Polish
czechło,neuter,Polish
czekało,neuter,Polish
czekanie,neuter,Polish
czepianie,neuter,Polish
czepienie,neuter,Polish
czerwienienie,neuter,Polish
czesanie,neuter,Polish
czesne,neuter,Polish
członkostwo,neuter,Polish
człowieczeństwo,neuter,Polish
czmychanie,neuter,Polish
czoło,neuter,Polish
czółenko,neuter,Polish
czółno,neuter,Polish
fabryka,feminine,Polish
fabrykantka,feminine,Polish
fabuła,feminine,Polish
facecja,feminine,Polish
facetka,feminine,Polish
facjata,feminine,Polish
fagocytoza,feminine,Polish
faja,feminine,Polish
fajeczka,feminine,Polish
fajera,feminine,Polish
fajerka,feminine,Polish
fajka,feminine,Polish
fajtłapa,feminine,Polish
fakcja,feminine,Polish
faktura,feminine,Polish
fala,feminine,Polish
falanga,feminine,Polish
falbana,feminine,Polish
falbanka,feminine,Polish
falsyfikacja,feminine,Polish
fałszywość,feminine,Polish
fama,feminine,Polish
familia,feminine,Polish
familiantka,feminine,Polish
fanaberia,feminine,Polish
fanatyczka,feminine,Polish
fanfara,feminine,Polish
fanfaronada,feminine,Polish
fanga,feminine,Polish
fanka,feminine,Polish
fantasmagoria,feminine,Polish
fantastyka,feminine,Polish
czucie,neuter,Polish
czupiradło,neuter,Polish
czuwanie,neuter,Polish
czynienie,neuter,Polish
czyszczenie,neuter,Polish
czyściwo,neuter,Polish
czytadło,neuter,Polish
czytanie,neuter,Polish
czytywanie,neuter,Polish
ćatni,neuter,Polish
ćpanie,neuter,Polish
ćwiczenie,neuter,Polish
ćwierćwiecze,neuter,Polish
ćwierkanie,neuter,Polish
ćwierknięcie,neuter,Polish
danie,neuter,Polish
darcie,neuter,Polish
dążenie,neuter,Polish
dbanie,neuter,Polish
decorum,neuter,Polish
decydowanie,neuter,Polish
dedykowanie,neuter,Polish
fantazja,feminine,Polish
farelka,feminine,Polish
farma,feminine,Polish
farmakologia,feminine,Polish
farmerka,feminine,Polish
Faron,feminine,Polish
farsa,feminine,Polish
faryna,feminine,Polish
fasada,feminine,Polish
fascynacja,feminine,Polish
fascynatka,feminine,Polish
faseta,feminine,Polish
faskula,feminine,Polish
fasola,feminine,Polish
fasolka,feminine,Polish
fasolówka,feminine,Polish
fastryga,feminine,Polish
faszyna,feminine,Polish
faszystka,feminine,Polish
fatamorgana,feminine,Polish
fatwa,feminine,Polish
fatyga,feminine,Polish
fauna,feminine,Polish
faworyta,feminine,Polish
febra,feminine,Polish
federacja,feminine,Polish
feeria,feminine,Polish
felga,feminine,Polish
